Title,Character,Max Level,SA Level,Rarity,Type,ID,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Transforms Into,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,Active Skill Name,Active Skill,Activation Condition,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Decisive Kamehameha,Super Saiyan God SS Goku,120,10,UR,Super PHY,11874,"[""Boost Category"", ""Boost Type"", ""Change Ki Spheres"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)"", ""Stack Attack"", ""Stack Defense""]","""Bond of Master and Disciple"" Category Ki +3 and HP, ATK & DEF +120%;<br/>or<br/>PHY Type Ki +3 and HP, ATK & DEF +90%",God Kamehameha,Raises ATK & DEF[1] and causes supreme damage to enemy,Steady and Calm Ki,ATK & DEF +20% per Ki Sphere obtained plus an additional ATK & DEF +10% if it is a PHY Ki Sphere; randomly changes Ki Spheres of a certain Type (PHY excluded) to PHY Ki Spheres,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Super-God Combat Lv 1: ATK +15%Lv 10: ATK +20%"", ""Resurrection 'F' Lv 1: ATK +10%Lv 10: Ki +1 and ATK & DEF +10%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Realm of Gods"", ""Pure Saiyans"", ""Movie Heroes"", ""Goku's Family"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Turtle School"", ""Attained Evolution""]","[""3141"", ""10366"", ""12366"", ""15766""]","[""2690"", ""8877"", ""10877"", ""13877""]","[""1395"", ""4606"", ""6606"", ""9206""]",,,,,,,,,,,,,,,,,,,,,,,,,
Definitive Strength,Super Saiyan God SS Vegeta,120,10,UR,Super TEQ,11879,"[""Boost Category"", ""Boost Type"", ""Change Ki Spheres"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)"", ""Stack Attack"", ""Stack Defense""]","""Worthy Rivals"" Category Ki +3 and HP, ATK & DEF +120%;<br/>or<br/>TEQ Type Ki +3 and HP, ATK & DEF +90%",God Final Flash,Raises ATK & DEF[1] and causes supreme damage to enemy,Experience from Real Fights,ATK & DEF +20% per Ki Sphere obtained plus an additional ATK & DEF +10% if it is a TEQ Ki Sphere; randomly changes Ki Spheres of a certain Type (TEQ excluded) to TEQ Ki Spheres,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Super-God Combat Lv 1: ATK +15%Lv 10: ATK +20%"", ""Resurrection 'F' Lv 1: ATK +10%Lv 10: Ki +1 and ATK & DEF +10%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Realm of Gods"", ""Pure Saiyans"", ""Movie Heroes"", ""Vegeta's Family"", ""Siblings' Bond"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Gifted Warriors"", ""Attained Evolution""]","[""3078"", ""10159"", ""12159"", ""14759""]","[""2514"", ""8298"", ""10298"", ""13698""]","[""1646"", ""5433"", ""7433"", ""10433""]",,,,,,,,,,,,,,,,,,,,,,,,,
Cunning Counterattack,Bergamo (Giant Form),120,10,UR,Extreme PHY,11880,"[""Boost Type"", ""Giant Form (Skill Effect)"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","Extreme_Class Ki +3 and HP, ATK & DEF +80%;<br/>maximum number of turning Giant Form +1 for all allies",Dangers' Triangle,Causes supreme damage to enemy and raises DEF by 30% for 9 turns,Powerful Counterattack,ATK & DEF +30% with each attack received (up to 300%); turns into Giant Form when conditions are met,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Infighter Lv 1: ATK +10% and all enemies' DEF -10%Lv 10: ATK +15% and all enemies' DEF -15%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Transform Lv 1: Ki +2Lv 10: Ki +3 and DEF +10%"", ""Tournament of Power Lv 1: Ki +3Lv 10: Ki +3 and ATK & DEF +7%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Universe Survival Saga"", ""Giant Form"", ""Siblings' Bond""]","[""2521"", ""8321"", ""10321"", ""13721""]","[""2615"", ""8631"", ""10631"", ""13631""]","[""1878"", ""6198"", ""8198"", ""10798""]",41880,,,,,,,,,,,,,,,,,,,,,,,,
Cunning Counterattack,Bergamo (Giant Form),120,10,UR,Extreme PHY,41880,"[""Giant Form (Skill Effect)""]","Extreme_Class Ki +3 and HP, ATK & DEF +80%;<br/>maximum number of turning Giant Form +1 for all allies",Wolfgang Penetrator,Causes destructive damage to enemy,,-,"[""-""]","[""Universe Survival Saga"", ""Giant Form"", ""Siblings' Bond""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""35000"", ""40000"", ""42000"", ""45000""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]",,,,,,,,,,,,,,,,,,,,,,,,,
Rumored Warrior of Justice,Super Saiyan Gohan (Teen),120,10,UR,Super STR,11884,"[""Boost Type"", ""Damage Reduction"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stun""]","Super_Class Ki +2 and HP, ATK & DEF +60%",Shock Wave,Causes supreme damage with a medium chance of stunning the enemy[1],Secretly Punishing Villains,ATK & DEF +58%; reduces damage received by 58%;<br/>Super Class Ki +2 and ATK & DEF +30%,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Hero of Justice Lv 1: ATK +25%Lv 10: ATK +25% and chance of performing a critical hit +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Goku's Family"", ""Siblings' Bond"", ""Super Saiyans"", ""Defenders of Justice""]","[""2887"", ""9530"", ""10730"", ""12530""]","[""2351"", ""7759"", ""8959"", ""10999""]","[""1491"", ""4921"", ""6121"", ""7681""]",,,,,,,,,,,,,,,,,,,,,,,,,
End of the Human World,Goku Black (Super Saiyan Rosé),120,10,UR,Extreme INT,11887,"[""Boost Category"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Future Saga"" Category Ki +3 and HP, ATK & DEF +100%;<br/>or<br/>Extreme_INT Type Ki +3 and HP, ATK & DEF +90%",Binding Black Kamehameha,Greatly raises DEF for 1 turn[1] and causes supreme damage to enemy,Battle Orientation,ATK & DEF +60%; plus an additional ATK +6% each time Ki rises by 1 (up to 60%); Ki +1 with each final blow delivered (up to +6),"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Time Travelers"", ""Kamehameha"", ""Inhuman Deeds"", ""Corroded Body and Mind""]","[""3189"", ""10525"", ""12525"", ""15525""]","[""3005"", ""9918"", ""11918"", ""14918""]","[""1106"", ""3653"", ""5653"", ""8653""]",,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Almighty Power,Goku Black (Super Saiyan Rosé),150,20,LR,Extreme INT,11888,"[""Boost Category"", ""Boost Type"", ""Diverse Super Attack"", ""Rage"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Recovery""]","""Future Saga"" Category Ki +4 and HP, ATK & DEF +130%;<br/>or<br/>Extreme_INT Type Ki +4 and HP, ATK & DEF +100%",Binding Black Kamehameha,Greatly raises DEF for 1 turn[1] and causes colossal damage to enemy,Test of Rage,ATK & DEF +66%; plus an additional ATK +6% each time Ki rises by 1 (up to 120%); Ki +2 with each final blow delivered (up to +6); recovers 6% HP at the end of turn in which attack was received,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Time Travelers"", ""Kamehameha"", ""Exploding Rage"", ""Inhuman Deeds"", ""Corroded Body and Mind""]","[""6151"", ""20300"", ""22300"", ""25300""]","[""5040"", ""16635"", ""18635"", ""21635""]","[""2024"", ""6681"", ""8681"", ""11681""]",41889,,,,,,,,Rage,"Rages; Can be activated when HP is 66% or less, starting from the 6th turn from the start of battle (once only)",,,, Holy Light Grenade,Greatly raises DEF for 1 turn[1] and causes mega-colossal damage to enemy,Rage,,,,,,,,,
Mark of Almighty Power,Goku Black (Super Saiyan Rosé),150,20,LR,Extreme INT,41889,"[""Attack Effective to All"", ""Boost Category"", ""Boost Type"", ""Diverse Super Attack"", ""Rage"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise Ki (Ki Sphere)""]","""Future Saga"" Category Ki +4 and HP, ATK & DEF +130%;<br/>or<br/>Extreme_INT Type Ki +4 and HP, ATK & DEF +100%",Scythe of Sorrow,Causes destructive damage to enemy,Supreme Technique,Receives an additional Ki +1 per Ki Sphere obtained;<br/>attacks effective against all Types,"[""-""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Time Travelers"", ""Kamehameha"", ""Exploding Rage"", ""Inhuman Deeds"", ""Corroded Body and Mind""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""50000"", ""60000"", ""62000"", ""65000""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]",,,,,,,,,,,,,, Funeral Song of Ire,Causes destructive damage to enemy,,,,,,,,,,
First Friend,Broly (Kid),120/140,15,UR,Extreme INT,11893,"[""Boost Category"", ""Disable Guard"", ""Evasion"", ""Premier Super Attack"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Recovery"", ""Stack Attack"", ""Stack Defense"", ""Stun""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Attack-Evasion Training,,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Youth"", ""Gifted Warriors""]","[""1781"", ""5878"", ""7478"", ""9878""]","[""2113"", ""6975"", ""8575"", ""10975""]","[""838"", ""2767"", ""4367"", ""6767""]",,"""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>INT Type Ki +3 and HP, ATK & DEF +50%",Wild Bite (Extreme)[4],Raises ATK & DEF[2] and causes supreme damage with a medium chance of stunning the enemy[1],ATK & DEF +70% and disables enemy's guard; medium chance[3] of evading enemy's attack (including Super Attack); deliver the final blow to recover 20% HP at the end of turn,"[""6373"", ""6869"", ""7365"", ""7861"", ""9461"", ""11861""]","[""7563"", ""8151"", ""8740"", ""9328"", ""10928"", ""13328""]","[""3000"", ""3233"", ""3467"", ""3700"", ""5300"", ""7700""]",,,,,,,,,,,,,,,,,
Daring Planetary Invasion,Vegeta (Kid) & Raditz (Kid),120/140,15,UR,Extreme AGL,11895,"[""Additional Attack"", ""Boost Category"", ""Boost Type"", ""Critical Hit"", ""Lower ATK"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Fearless Smile,,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Frieza's Army Lv 1: DEF +20%Lv 10: ATK +10% and DEF +20%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Joined Forces"", ""Youth"", ""Terrifying Conquerors"", ""Space-Traveling Warriors""]","[""1817"", ""5998"", ""7598"", ""9998""]","[""2076"", ""6854"", ""8454"", ""10854""]","[""865"", ""2857"", ""4457"", ""6857""]",,"""Joined Forces"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>Extreme_Class Ki +3 and HP, ATK & DEF +40%",Saiyan Aggression (Extreme),"Raises ATK[2], causes supreme damage to enemy and lowers ATK[1]","ATK & DEF +70%; plus an additional Ki +1, ATK & DEF +20% and chance of performing a critical hit +10% per ""Pure Saiyans"" Category ally (self excluded) attacking in the same turn; launches an additional attack that has a high chance[3] of becoming a Super Attack when there is another ""Joined Forces"" Category ally attacking in the same turn","[""6503"", ""7009"", ""7515"", ""8021"", ""9621"", ""12021""]","[""7432"", ""8010"", ""8588"", ""9166"", ""10766"", ""13166""]","[""3098"", ""3339"", ""3580"", ""3821"", ""5421"", ""7821""]",,,,,,,,,,,,,,,,,
Feelings of Anger,Broly,120,10,UR,Extreme PHY,11899,"[""Boost All"", ""Boost Category"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise Ki (Ki Sphere)"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)""]","""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +100%;<br/>or<br/>Extreme_PHY Type Ki +3 and HP, ATK & DEF +90%",Gigantic Blow,Greatly raises DEF for 1 turn[1] and causes supreme damage to enemy,Fight for Father,ATK & DEF +12% per Ki Sphere obtained; plus an additional ATK & DEF +3% and Ki +1 per Ki Sphere with 3 or more PHY Ki Spheres obtained; all allies' ATK +30% with 3 or more AGL or STR Ki Spheres obtained; all allies' DEF +30% with 3 or more TEQ or INT Ki Spheres obtained,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Movie Bosses""]","[""3382"", ""11163"", ""13163"", ""16563""]","[""2799"", ""9238"", ""11238"", ""14238""]","[""1267"", ""4184"", ""6184"", ""8784""]",,,,,,,,,,,,,,,,,,,,,,,,,
A New Life on Vampa,Broly & Cheelai & Lemo,150,20,LR,Extreme PHY,11900,"[""Boost All"", ""Boost Category"", ""Boost Type"", ""Diverse Super Attack"", ""Evasion"", ""Lower ATK"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise Ki (Ki Sphere)"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)""]","""Movie Bosses"" Category Ki +4 and HP, ATK & DEF +130%;<br/>or<br/>Extreme_PHY Type Ki +4 and HP, ATK & DEF +100%",Surprise Attack,"Greatly raises DEF for 1 turn[1], causes colossal damage to enemy and lowers ATK[2]",Fight for Friends,ATK & DEF +15% per Ki Sphere obtained; plus an additional ATK & DEF +5% and Ki +2 per Ki Sphere with 2 or more PHY Ki Spheres obtained; all allies' ATK +39% with 2 or more AGL or STR Ki Spheres obtained; all allies' DEF +39% with 2 or more TEQ or INT Ki Spheres obtained; evades enemy's attack (including Super Attack) with 7 or more Ki Spheres obtained,"[""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Movie Bosses"", ""Joined Forces""]","[""6537"", ""21575"", ""23575"", ""26975""]","[""4628"", ""15275"", ""17275"", ""20275""]","[""2346"", ""7744"", ""9744"", ""12344""]",,,,,,,,,,,,,, Survival Attack,Greatly raises ATK & DEF for 1 turn[3] and causes mega-colossal damage to enemy,,,,,,,,,,
Parents' Guidance,Bardock & Gine,120,10,UR,Super STR,11904,"[""Boost All"", ""Boost Category"", ""Boost Type"", ""Category Matchup"", ""Critical Hit"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +120%;<br/>or<br/>STR Type Ki +3 and HP, ATK & DEF +70%",Final Spirit Cannon,Greatly raises ATK & DEF for 1 turn[1] and causes supreme damage to enemy,Parents' Love,"ATK & DEF +100%; Ki +3 plus an additional ATK & DEF +100% when there is an ally whose name includes ""Goku (disambiguation)"" (Captain Ginyu, Jr., etc. excluded) on the team; plus an additional ATK +100% when there is a ""Movie Bosses"" Category enemy; plus an additional Ki +3, ATK +100% and performs a critical hit when facing an enemy whose name includes ""Frieza (disambiguation)"" (Frieza Soldier excluded)","[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Saiyan Pride Lv 1: ATK +15%Lv 10: ATK +20%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Experienced Fighters Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Pure Saiyans"", ""Joined Forces"", ""Movie Heroes"", ""Goku's Family""]","[""2466"", ""8141"", ""10141"", ""13141""]","[""2827"", ""9331"", ""11331"", ""14731""]","[""1526"", ""5039"", ""7039"", ""9639""]",,,,,,,,,,,,,,,,Gine's Encouragement,Removes all allies' status effects and raises all allies' ATK by 22% for 2 turns,"Can be activated when HP is 80% or less, starting from the 4th turn from the start of battle (once only)",,,,,,,
He Who Dreams of a Perfect World,Zamasu,120,10,UR,Extreme STR,11906,"[""Additional Attack"", ""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Time Travelers"" Category Ki +2 and HP, ATK & DEF +40%",God Splitter,Causes supreme damage to enemy and lowers DEF[1],Evil-Eradicating Justice,ATK & DEF +40%; Ki +1 with each attack received (up to +4); launches an additional attack that has a chance[2] of becoming a Super Attack when facing 2 or more enemies,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Dragon Ball Seekers"", ""Time Travelers"", ""Inhuman Deeds""]","[""2454"", ""8100"", ""10100"", ""13100""]","[""2693"", ""8890"", ""10890"", ""14290""]","[""1317"", ""4347"", ""6347"", ""8947""]",,,,,,,,,,,,,,,,,,,,,,,,,
Dawn of Darkest Justice,Zamasu (Goku),150,25,LR,Extreme STR,11907,"[""Additional Attack"", ""Boost Category"", ""Diverse Super Attack"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Zero Mortals Plan Begins,,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Dragon Ball Seekers"", ""Time Travelers"", ""Inhuman Deeds"", ""Corroded Body and Mind""]","[""4056"", ""13386"", ""15386"", ""18386""]","[""3959"", ""13066"", ""15066"", ""18466""]","[""2128"", ""7024"", ""9024"", ""11624""]",,"""Time Travelers"" Category Ki +3 and HP, ATK & DEF +100%",Black Power Ball (Extreme),Causes colossal damage to enemy and lowers ATK & DEF[2],ATK & DEF +59%; Ki +1 with each attack received (up to +6); launches an additional attack that has a medium chance[5] of becoming a Super Attack when facing 2 or more enemies; plus an additional ATK & DEF +20% with each final blow delivered (up to 59%),,,,,,, Fierce God Slicer (Extreme),Raises ATK & DEF for 1 turn[4] and causes mega-colossal damage to enemy,,,,,,,,,,,,
